Gene_1	Gene_2
YIL142W	YLR418C
YIL143C	YER171W
YIL143C	YGL086W
YIL143C	YGR188C
YIL143C	YGR274C
YIL143C	YLR418C
YIL143C	YMR190C
YIL143C	YMR224C
YIL143C	YOR027W
YIL144W	YER018C
YIL144W	YGR140W
YIL144W	YKL052C
YIL144W	YLR418C
YIL144W	YMR117C
YIL144W	YOL069W
YIL144W	YPL018W
YIL145C	YCR028C
YIL147C	YER118C
YIL147C	YHR206W
YIL147C	YPL008W
YIL148W	YGR274C
YIL148W	YKR094C
YIL148W	YKR094C
YIL148W	YLR167W
YIL148W	YPL075W
YIL149C	YDR356W
YIL149C	YEL019C
YIL149C	YER116C
YIL149C	YKL057C
YIL149C	YKR082W
YIL149C	YKR095W
YIL149C	YLR007W
YIL150C	YBL023C
YIL150C	YBL023C
YIL150C	YBR136W
YIL150C	YBR202W
YIL150C	YGL086W
YIL150C	YJL092W
YIL150C	YLR103C
YIL150C	YLR103C
YIL150C	YMR224C
YIL150C	YNL250W
YIL150C	YPL153C
YIL150C	YPR135W
YIL152W	YGR274C
YIL153W	YAL016W
YIL153W	YCL043C
YIL153W	YEL061C
YIL153W	YER016W
YIL153W	YJL187C
YIL153W	YLR371W
YIL153W	YNL298W
YIL153W	YNL298W
YIL153W	YPL152W
YIL153W	YPL152W
YIL153W	YPL152W
YIL153W	YPL152W
YIL154C	YJL062W
YIL154C	YKL117W
YIL154C	YLR103C
YIL154C	YLR342W
YIL155C	YMR294W
YIL156W	YPL075W
YIL157C	YPL240C
YIL159W	YER133W
YIL159W	YNL271C
YIL159W	YNL271C
YIL159W	YNL271C
YIL159W	YNL271C
YIL159W	YNL271C
YIL159W	YNL271C
YIL159W	YNL271C
YIL159W	YNL271C
YIL159W	YPL240C
YIL165C	YKL117W
YIL166C	YPL240C
YIL168W	YPL240C
YIL170W	YPL240C
YIR002C	YJL092W
YIR002C	YJL092W
YIR003W	YCR009C
YIR003W	YDR388W
YIR005W	YDR482C
YIR005W	YJL099W
YIR005W	YLR418C
YIR005W	YNL107W
YIR006C	YAL026C
YIR006C	YAL026C
YIR006C	YBL007C
YIR006C	YBL007C
YIR006C	YBL007C
YIR006C	YBL047C
YIR006C	YBR160W
YIR006C	YDL029W
YIR006C	YDL029W
YIR006C	YDR054C
YIR006C	YFL039C
YIR006C	YGR086C
YIR006C	YGR167W
YIR006C	YIL002C
YIR006C	YMR070W
YIR006C	YMR190C
YIR006C	YNL084C
YIR006C	YNL084C
YIR006C	YNL084C
YIR006C	YOR181W
YIR006C	YOR181W
YIR006C	YOR181W
YIR006C	YOR329C
YIR006C	YOR329C
YIR008C	YBR136W
YIR008C	YDR138W
YIR008C	YDR499W
YIR008C	YER032W
YIR008C	YJL074C
YIR008C	YKL045W
YIR008C	YLR288C
YIR008C	YLR288C
YIR008C	YOR363C
YIR008C	YPL153C
YIR008C	YPL194W
YIR009W	YAL021C
YIR009W	YBR010W
YIR009W	YDL020C
YIR009W	YDR224C
YIR009W	YGL194C
YIR009W	YKL074C
YIR009W	YNL031C
YIR009W	YNR052C
YIR009W	YPL055C
YIR009W	YPL116W
YIR010W	YGL086W
YIR010W	YGR188C
YIR010W	YJL074C
YIR010W	YLR418C
YIR010W	YPL008W
YIR014W	YER133W
YIR015W	YDL029W
YIR018W	YGR274C
YIR019C	YMR294W
YIR021W	YHR129C
YIR021W	YPL240C
YIR022W	YJL034W
YIR022W	YJR010C-A
YIR022W	YLR066W
YIR022W	YLR418C
YIR022W	YML055W
YIR022W	YNL271C
YIR023W	YCL043C
YIR023W	YDR463W
YIR023W	YKR039W
YIR023W	YLR371W
YIR024C	YHR129C
YIR025W	YNL172W
YIR029W	YPL240C
YIR033W	YDL020C
YIR033W	YGL247W
YIR033W	YIL040W
YIR033W	YKL020C
YIR033W	YKL020C
YIR033W	YKL020C
YIR033W	YKL020C
YIR033W	YNL206C
YIR033W	YNL298W
YIR033W	YNL298W
YIR034C	YKR039W
YIR034C	YNL268W
YIR037W	YLR109W
YJL002C	YER095W
YJL002C	YJL074C
YJL002C	YPL227C
YJL004C	YAL009W
YJL004C	YCL043C
YJL004C	YGR002C
YJL004C	YLR262C
YJL004C	YNL267W
YJL004C	YNL271C
YJL004C	YNL322C
YJL004C	YOR070C
YJL004C	YOR070C
YJL005W	YDR028C
YJL005W	YGR002C
YJL005W	YHR008C
YJL006C	YCR066W
YJL006C	YCR086W
YJL006C	YDL013W
YJL006C	YDL074C
YJL006C	YDR054C
YJL006C	YDR076W
YJL006C	YDR369C
YJL006C	YDR439W
YJL006C	YER016W
YJL006C	YER095W
YJL006C	YFL024C
YJL006C	YGL058W
YJL006C	YGL163C
YJL006C	YGR002C
YJL006C	YHR090C
YJL006C	YJL030W
YJL006C	YJL115W
YJL006C	YKL117W
YJL006C	YKR037C
YJL006C	YLR226W
YJL006C	YLR330W
YJL006C	YML032C
YJL006C	YML062C
YJL006C	YMR038C
YJL006C	YMR117C
YJL006C	YMR125W
YJL006C	YMR224C
YJL006C	YMR236W
YJL006C	YNL250W
YJL006C	YOR046C
YJL006C	YOR244W
YJL006C	YPL055C
YJL008C	YER095W
YJL008C	YJL074C
YJL008C	YLR418C
YJL011C	YHR007C
YJL011C	YJL074C
YJL011C	YLR418C
YJL011C	YOR144C
YJL013C	YBL034C
YJL013C	YCR008W
YJL013C	YDR332W
YJL013C	YDR356W
YJL013C	YEL061C
YJL013C	YEL061C
YJL013C	YEL061C
YJL013C	YEL061C
YJL013C	YER016W
YJL013C	YER016W
YJL013C	YER016W
YJL013C	YER016W
YJL013C	YER016W
YJL013C	YFL037W
YJL013C	YFL037W
YJL013C	YFR031C
YJL013C	YGL075C
YJL013C	YGR078C
YJL013C	YLR079W
YJL013C	YML124C
YJL013C	YMR078C
YJL013C	YMR078C
YJL013C	YMR154C
YJL013C	YMR198W
YJL013C	YNL153C
YJL013C	YNL307C
YJL013C	YNR010W
YJL013C	YPL018W
YJL013C	YPR141C
YJL013C	YPR141C
YJL013C	YPR141C
YJL014W	YBL030C
YJL014W	YBR234C
YJL014W	YDR212W
YJL014W	YEL003W
YJL014W	YIL142W
YJL014W	YJL074C
YJL014W	YLR200W
YJL019W	YBR109C
YJL019W	YDL028C
YJL019W	YDL192W
YJL019W	YDR356W
YJL019W	YER140W
YJL019W	YFR027W
YJL019W	YGL075C
YJL019W	YGR188C
YJL019W	YGR274C
YJL019W	YIL040W
YJL019W	YKL212W
YJL019W	YMR214W
YJL019W	YOL012C
YJL019W	YOR014W
YJL019W	YOR026W
YJL019W	YOR144C
YJL019W	YOR154W
YJL019W	YOR257W
YJL019W	YPL124W
YJL020C	YBL007C
YJL020C	YBL007C
YJL020C	YBR200W
YJL020C	YBR200W
YJL020C	YCL043C
YJL020C	YCR009C
YJL020C	YDR129C
YJL020C	YDR129C
YJL020C	YDR129C
YJL020C	YDR388W
YJL020C	YEL003W
YJL020C	YGR078C
YJL020C	YGR078C
YJL020C	YGR200C
YJL020C	YGR200C
YJL020C	YGR274C
YJL020C	YIL034C
YJL020C	YIL084C
YJL020C	YIL084C
YJL020C	YKL007W
YJL020C	YLR200W
YJL020C	YLR330W
YJL020C	YML094W
YJL020C	YML094W
YJL020C	YML094W
YJL020C	YNL098C
YJL020C	YNL098C
YJL020C	YNL153C
YJL020C	YNL153C
YJL020C	YNL153C
YJL020C	YNL243W
YJL020C	YNL271C
YJL020C	YNL271C
YJL020C	YPL086C
YJL020C	YPL161C
YJL020C	YPL161C
YJL023C	YLR320W
YJL023C	YNL330C
YJL024C	YCL043C
YJL025W	YLR418C
YJL025W	YMR190C
YJL025W	YOR144C
YJL025W	YPL008W
YJL026W	YOL139C
YJL029C	YAL021C
YJL029C	YDR189W
YJL029C	YFL024C
YJL029C	YGL020C
YJL029C	YHR090C
YJL029C	YHR099W
YJL029C	YNL243W
YJL029C	YNR052C
YJL030W	YAL011W
YJL030W	YBL034C
YJL030W	YBR107C
YJL030W	YBR156C
YJL030W	YBR200W
YJL030W	YBR215W
YJL030W	YCL016C
YJL030W	YCR065W
YJL030W	YCR065W
YJL030W	YDL155W
YJL030W	YDL226C
YJL030W	YDR017C
YJL030W	YDR069C
YJL030W	YDR171W
YJL030W	YDR175C
YJL030W	YDR200C
YJL030W	YDR254W
YJL030W	YDR318W
YJL030W	YDR318W
YJL030W	YDR318W
YJL030W	YDR318W
YJL030W	YDR328C
YJL030W	YDR332W
YJL030W	YDR334W
YJL030W	YDR334W
YJL030W	YDR356W
YJL030W	YDR359C
YJL030W	YDR359C
YJL030W	YDR359C
YJL030W	YDR485C
YJL030W	YDR485C
YJL030W	YEL003W
YJL030W	YEL003W
YJL030W	YEL037C
YJL030W	YEL061C
YJL030W	YEL061C
YJL030W	YEL061C
YJL030W	YEL061C
YJL030W	YEL061C
YJL030W	YEL061C
YJL030W	YEL061C
YJL030W	YER009W
YJL030W	YER016W
YJL030W	YER016W
YJL030W	YER016W
YJL030W	YER016W
YJL030W	YER016W
YJL030W	YER016W
YJL030W	YER016W
YJL030W	YER133W
YJL030W	YER155C
YJL030W	YFL037W
YJL030W	YFL037W
YJL030W	YGL003C
YJL030W	YGL060W
YJL030W	YGL060W
YJL030W	YGL060W
YJL030W	YGL075C
YJL030W	YGR078C
YJL030W	YGR078C
YJL030W	YGR113W
YJL030W	YHR091C
YJL030W	YHR191C
YJL030W	YIL040W
YJL030W	YJL006C
YJL030W	YJL058C
YJL030W	YJL060W
YJL030W	YJL179W
YJL030W	YJL179W
YJL030W	YJR004C
YJL030W	YJR005W
YJL030W	YJR009C
YJL030W	YJR060W
YJL030W	YJR060W
YJL030W	YJR135C
YJL030W	YKL114C
YJL030W	YKR037C
YJL030W	YLL003W
YJL030W	YLL027W
YJL030W	YLR058C
YJL030W	YLR079W
YJL030W	YLR103C
YJL030W	YLR200W
YJL030W	YLR200W
YJL030W	YLR200W
YJL030W	YLR210W
YJL030W	YLR212C
YJL030W	YLR212C
YJL030W	YLR287C
YJL030W	YLR312C
YJL030W	YLR370C
YJL030W	YLR381W
YJL030W	YML041C
YJL030W	YML041C
YJL030W	YML095C
YJL030W	YMR078C
YJL030W	YMR094W
YJL030W	YMR102C
YJL030W	YMR117C
YJL030W	YMR156C
YJL030W	YMR168C
YJL030W	YMR198W
YJL030W	YMR198W
YJL030W	YMR202W
YJL030W	YMR266W
YJL030W	YNL107W
YJL030W	YNL153C
YJL030W	YNL153C
YJL030W	YNL153C
YJL030W	YNL236W
YJL030W	YNL271C
YJL030W	YNR010W
YJL030W	YOL012C
YJL030W	YOL076W
YJL030W	YOR058C
YJL030W	YOR080W
YJL030W	YOR083W
YJL030W	YOR195W
YJL030W	YOR349W
YJL030W	YOR349W
YJL030W	YOR349W
YJL030W	YOR349W
YJL030W	YPL008W
YJL030W	YPL008W
YJL030W	YPL017C
YJL030W	YPL018W
YJL030W	YPL018W
YJL030W	YPL018W
YJL030W	YPL018W
YJL030W	YPL018W
YJL030W	YPL022W
YJL030W	YPL106C
YJL030W	YPL240C
YJL030W	YPL241C
YJL030W	YPL241C
YJL030W	YPL241C
YJL030W	YPL268W
YJL030W	YPR046W
YJL030W	YPR046W
YJL030W	YPR119W
YJL030W	YPR131C
YJL030W	YPR135W
YJL030W	YPR141C
YJL030W	YPR141C
YJL030W	YPR141C
YJL030W	YPR141C
YJL030W	YPR141C
YJL030W	YPR176C
YJL031C	YER095W
YJL031C	YJL074C
YJL033W	YGL086W
YJL033W	YOR144C
YJL034W	YDR182W
YJL034W	YEL002C
YJL034W	YFR041C
YJL034W	YGR143W
YJL034W	YIR022W
YJL034W	YKL073W
YJL034W	YKL073W
YJL034W	YKL073W
YJL034W	YMR190C
YJL034W	YMR200W
YJL034W	YMR200W
YJL034W	YMR214W
YJL034W	YOL031C
YJL034W	YOR254C
YJL034W	YPR159W
YJL035C	YGL086W
YJL035C	YGR188C
YJL036W	YDR126W
YJL036W	YLR262C
YJL036W	YOR132W
YJL039C	YJL074C
YJL039C	YMR224C
YJL041W	YDL116W
YJL041W	YDR424C
YJL041W	YGL092W
YJL041W	YGL172W
YJL041W	YGR119C
YJL041W	YIL115C
YJL041W	YKL205W
YJL041W	YLR335W
YJL041W	YMR047C
YJL041W	YMR047C
YJL041W	YOR098C
YJL041W	YPL212C
YJL042W	YPL075W
YJL046W	YDL074C
YJL046W	YLR342W
YJL046W	YPL055C
YJL046W	YPL240C
YJL047C	YCL008C
YJL047C	YHR031C
YJL047C	YLR182W
YJL047C	YNL297C
YJL047C	YNL298W
YJL047C	YNR052C
YJL047C	YOR080W
YJL047C	YOR080W
YJL047C	YOR080W
YJL050W	YJL074C
YJL052W	YGR192C
YJL052W	YGR192C
YJL052W	YJR009C
YJL052W	YJR009C
YJL053W	YKL117W
YJL053W	YLR262C
YJL053W	YNL243W
YJL054W	YJL074C
YJL054W	YOR297C
YJL056C	YKL117W
YJL056C	YMR236W
YJL056C	YOR046C
YJL058C	YJL030W
YJL059W	YBR086C
YJL059W	YGR142W
YJL060W	YJL030W
YJL061W	YBL079W
YJL061W	YDR233C
YJL061W	YDR335W
YJL061W	YDR424C
YJL061W	YER105C
YJL061W	YLR018C
YJL061W	YMR047C
YJL061W	YOR098C
YJL061W	YOR098C
YJL061W	YPR028W
YJL062W	YBL105C
YJL062W	YDL065C
YJL062W	YDR363W-A
YJL062W	YEL031W
YJL062W	YER118C
YJL062W	YIL154C
YJL062W	YJL099W
YJL062W	YLR006C
YJL066C	YKL117W
YJL072C	YDR364C
YJL072C	YDR364C
YJL072C	YMR190C
YJL073W	YGR274C
YJL073W	YMR214W
YJL073W	YMR214W
YJL074C	YBL004W
YJL074C	YBL105C
YJL074C	YBR004C
YJL074C	YBR058C-A
YJL074C	YBR107C
YJL074C	YBR135W
YJL074C	YBR252W
YJL074C	YBR257W
YJL074C	YCL052C
YJL074C	YCR035C
YJL074C	YCR057C
YJL074C	YDL003W
YJL074C	YDL028C
YJL074C	YDL058W
YJL074C	YDL102W
YJL074C	YDL145C
YJL074C	YDL150W
YJL074C	YDL165W
YJL074C	YDL217C
YJL074C	YDL220C
YJL074C	YDR002W
YJL074C	YDR021W
YJL074C	YDR041W
YJL074C	YDR044W
YJL074C	YDR088C
YJL074C	YDR113C
YJL074C	YDR145W
YJL074C	YDR212W
YJL074C	YDR224C
YJL074C	YDR238C
YJL074C	YDR301W
YJL074C	YDR311W
YJL074C	YEL034W
YJL074C	YER022W
YJL074C	YFL005W
YJL074C	YFL022C
YJL074C	YFL029C
YJL074C	YFL034C-B
YJL074C	YFL038C
YJL074C	YFR004W
YJL074C	YFR005C
YJL074C	YGL044C
YJL074C	YGL093W
YJL074C	YGL098W
YJL074C	YGL137W
YJL074C	YGR013W
YJL074C	YGR074W
YJL074C	YGR094W
YJL074C	YGR120C
YJL074C	YGR158C
YJL074C	YGR218W
YJL074C	YHR036W
YJL074C	YHR040W
YJL074C	YHR191C
YJL074C	YIL083C
YJL074C	YIL104C
YJL074C	YIL115C
YJL074C	YIL142W
YJL074C	YIR008C
YJL074C	YIR010W
YJL074C	YJL002C
YJL074C	YJL008C
YJL074C	YJL011C
YJL074C	YJL014W
YJL074C	YJL031C
YJL074C	YJL039C
YJL074C	YJL050W
YJL074C	YJL054W
YJL074C	YJL087C
YJL074C	YJL143W
YJL074C	YJL203W
YJL074C	YJR013W
YJL074C	YJR017C
YJL074C	YJR046W
YJL074C	YJR057W
YJL074C	YJR112W
YJL074C	YKL014C
YJL074C	YKL019W
YJL074C	YKL042W
YJL074C	YKL113C
YJL074C	YKL144C
YJL074C	YKL173W
YJL074C	YKL192C
YJL074C	YKL193C
YJL074C	YKR004C
YJL074C	YKR071C
YJL074C	YKR086W
YJL074C	YLL003W
YJL074C	YLL031C
YJL074C	YLL034C
YJL074C	YLR005W
YJL074C	YLR022C
YJL074C	YLR086W
YJL074C	YLR127C
YJL074C	YLR166C
YJL074C	YLR167W
YJL074C	YLR195C
YJL074C	YLR212C
YJL074C	YLR223C
YJL074C	YLR274W
YJL074C	YLR298C
YJL074C	YLR310C
YJL074C	YML015C
YJL074C	YML098W
YJL074C	YMR128W
YJL074C	YMR149W
YJL074C	YMR190C
YJL074C	YMR208W
YJL074C	YMR213W
YJL074C	YMR218C
YJL074C	YMR220W
YJL074C	YMR268C
YJL074C	YMR270C
YJL074C	YMR277W
YJL074C	YNL002C
YJL074C	YNL006W
YJL074C	YNL038W
YJL074C	YNL061W
YJL074C	YNL113W
YJL074C	YNL131W
YJL074C	YNL151C
YJL074C	YNL244C
YJL074C	YNL251C
YJL074C	YNL261W
YJL074C	YOL135C
YJL074C	YOL149W
YJL074C	YOR020C
YJL074C	YOR046C
YJL074C	YOR057W
YJL074C	YOR077W
YJL074C	YOR122C
YJL074C	YOR149C
YJL074C	YOR168W
YJL074C	YOR244W
YJL074C	YOR260W
YJL074C	YOR261C
YJL074C	YOR262W
YJL074C	YOR329C
YJL074C	YOR335C
YJL074C	YOR340C
YJL074C	YPL024W
YJL074C	YPL043W
YJL074C	YPL076W
YJL074C	YPL217C
YJL074C	YPL233W
YJL074C	YPR041W
YJL074C	YPR085C
YJL074C	YPR108W
YJL074C	YPR135W
YJL074C	YPR144C
YJL074C	YPR175W
YJL076W	YHR023W
YJL080C	YAL024C
YJL080C	YBR172C
YJL080C	YDL020C
YJL080C	YGL075C
YJL080C	YKL204W
YJL081C	YAL011W
YJL081C	YBL006C
YJL081C	YBR010W
YJL081C	YBR081C
YJL081C	YBR118W
YJL081C	YBR231C
YJL081C	YBR289W
YJL081C	YDL008W
YJL081C	YDL074C
YJL081C	YDL232W
YJL081C	YDR137W
YJL081C	YDR195W
YJL081C	YDR323C
YJL081C	YDR495C
YJL081C	YEL061C
YJL081C	YER122C
YJL081C	YFL024C
YJL081C	YFL024C
YJL081C	YGL005C
YJL081C	YGL058W
YJL081C	YGL095C
YJL081C	YGL116W
YJL081C	YGL116W
YJL081C	YGR002C
YJL081C	YGR002C
YJL081C	YGR056W
YJL081C	YGR155W
YJL081C	YGR252W
YJL081C	YGR252W
YJL081C	YHL011C
YJL081C	YHR090C
YJL081C	YHR090C
YJL081C	YHR166C
YJL081C	YIL049W
YJL081C	YIL128W
YJL081C	YJL204C
YJL081C	YJR102C
YJL081C	YKL006W
YJL081C	YKL034W
YJL081C	YKL143W
YJL081C	YLR085C
YJL081C	YLR087C
YJL081C	YLR127C
YJL081C	YLR148W
YJL081C	YLR153C
YJL081C	YLR370C
YJL081C	YLR399C
YJL081C	YLR418C
YJL081C	YMR077C
YJL081C	YMR190C
YJL081C	YMR231W
YJL081C	YNL025C
YJL081C	YNL084C
YJL081C	YNL107W
YJL081C	YNL107W
YJL081C	YNL172W
YJL081C	YNL280C
YJL081C	YNL298W
YJL081C	YNR010W
YJL081C	YNR023W
YJL081C	YOL012C
YJL081C	YOL148C
YJL081C	YOR035C
YJL081C	YOR244W
YJL081C	YOR244W
YJL081C	YPL129W
YJL081C	YPL254W
YJL083W	YOR244W
YJL085W	YER008C
YJL085W	YER008C
YJL085W	YER008C
YJL085W	YFL005W
YJL085W	YGL233W
YJL085W	YGR009C
YJL085W	YIL068C
YJL085W	YLR166C
YJL085W	YLR418C
YJL085W	YNL272C
YJL085W	YPR055W
YJL087C	YJL074C
YJL088W	YBR077C
YJL088W	YEL018W
YJL088W	YEL063C
YJL088W	YGR163W
YJL088W	YKR007W
YJL088W	YKR039W
YJL088W	YNL270C
YJL090C	YBR087W
YJL090C	YBR278W
YJL090C	YCL061C
YJL090C	YDR121W
YJL090C	YDR489W
YJL090C	YGL113W
YJL090C	YKL108W
YJL090C	YKL108W
YJL090C	YKL108W
YJL090C	YKL108W
YJL090C	YLR103C
YJL090C	YLR103C
YJL090C	YLR418C
YJL090C	YMR190C
YJL090C	YNL248C
YJL090C	YNL262W
YJL090C	YOL006C
YJL090C	YPL194W
YJL090C	YPR175W
YJL091C	YDR364C
YJL092W	YBR060C
YJL092W	YBR098W
YJL092W	YCL016C
YJL092W	YCL016C
YJL092W	YCL016C
YJL092W	YCL061C
YJL092W	YCL061C
YJL092W	YCL061C
YJL092W	YCL061C
YJL092W	YCL061C
YJL092W	YDL064W
YJL092W	YDR191W
YJL092W	YDR359C
YJL092W	YDR363W
YJL092W	YDR369C
YJL092W	YDR369C
YJL092W	YDR369C
YJL092W	YDR386W
YJL092W	YER095W
YJL092W	YGL163C
YJL092W	YGL163C
YJL092W	YGL163C
YJL092W	YGL163C
YJL092W	YGL163C
YJL092W	YGL163C
YJL092W	YHR031C
YJL092W	YHR031C
YJL092W	YHR031C
YJL092W	YHR031C
YJL092W	YHR031C
YJL092W	YHR118C
YJL092W	YHR154W
YJL092W	YHR164C
YJL092W	YHR183W
YJL092W	YHR191C
YJL092W	YHR191C
YJL092W	YIL150C
YJL092W	YIR002C
YJL092W	YIR002C
YJL092W	YJL184W
YJL092W	YJL194W
YJL092W	YJR006W
YJL092W	YJR043C
YJL092W	YJR043C
YJL092W	YKL057C
YJL092W	YKL113C
YJL092W	YKL113C
YJL092W	YKL113C
YJL092W	YKL113C
YJL092W	YKL113C
YJL092W	YKL113C
YJL092W	YKL113C
YJL092W	YKL113C
YJL092W	YKR082W
YJL092W	YLR103C
YJL092W	YLR234W
YJL092W	YLR234W
YJL092W	YLR234W
YJL092W	YLR320W
YJL092W	YLR430W
YJL092W	YMR048W
YJL092W	YMR048W
YJL092W	YMR048W
YJL092W	YMR078C
YJL092W	YMR078C
YJL092W	YMR078C
YJL092W	YMR078C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR190C
YJL092W	YMR224C
YJL092W	YMR224C
YJL092W	YMR231W
YJL092W	YNL138W
YJL092W	YNL250W
YJL092W	YNL250W
YJL092W	YNL250W
YJL092W	YNL261W
YJL092W	YNL273W
YJL092W	YNL273W
YJL092W	YOR025W
YJL092W	YOR080W
YJL092W	YOR144C
YJL092W	YOR144C
YJL092W	YPL020C
YJL092W	YPL020C
YJL092W	YPL024W
YJL092W	YPL024W
YJL092W	YPL024W
YJL092W	YPR135W
YJL092W	YPR135W
YJL092W	YPR164W
YJL094C	YCL043C
YJL094C	YKL117W
YJL095W	YAR019C
YJL095W	YBL051C
YJL095W	YBL061C
YJL095W	YBL061C
YJL095W	YBL105C
YJL095W	YBR015C
YJL095W	YBR023C
YJL095W	YBR023C
YJL095W	YBR234C
YJL095W	YBR234C
YJL095W	YCR009C
YJL095W	YCR009C
YJL095W	YDL029W
YJL095W	YDL029W
YJL095W	YDL127W
YJL095W	YDL132W
YJL095W	YDR054C
YJL095W	YDR126W
YJL095W	YDR351W
YJL095W	YDR388W
YJL095W	YDR388W
YJL095W	YER133W
YJL095W	YGL027C
YJL095W	YGR166W
YJL095W	YGR229C
YJL095W	YGR229C
YJL095W	YGR229C
YJL095W	YHR129C
YJL095W	YHR142W
YJL095W	YHR142W
YJL095W	YIL106W
YJL095W	YJL127C
YJL095W	YJL139C
YJL095W	YJR075W
YJL095W	YKL037W
YJL095W	YKL117W
YJL095W	YKL190W
YJL095W	YLL021W
YJL095W	YLL021W
YJL095W	YLR110C
YJL095W	YLR305C
YJL095W	YLR330W
YJL095W	YLR330W
YJL095W	YLR330W
YJL095W	YLR371W
YJL095W	YLR371W
YJL095W	YLR425W
YJL095W	YMR236W
YJL095W	YMR239C
YJL095W	YMR307W
YJL095W	YMR307W
YJL095W	YMR307W
YJL095W	YNL153C
YJL095W	YNL192W
YJL095W	YNL192W
YJL095W	YNL233W
YJL095W	YNL233W
YJL095W	YNL271C
YJL095W	YNL271C
YJL095W	YNL271C
YJL095W	YNL289W
YJL095W	YNL298W
YJL095W	YNL298W
YJL095W	YOR326W
YJL095W	YOR360C
YJL095W	YPL031C
YJL095W	YPL031C
YJL095W	YPL031C
YJL095W	YPL084W
YJL095W	YPL240C
YJL097W	YPL008W
YJL099W	YAL026C
YJL099W	YBR057C
YJL099W	YBR234C
YJL099W	YBR234C
YJL099W	YBR234C
YJL099W	YCR009C
YJL099W	YDL029W
YJL099W	YDL029W
YJL099W	YDL029W
YJL099W	YDR207C
YJL099W	YDR245W
YJL099W	YDR335W
YJL099W	YDR388W
YJL099W	YFL036W
YJL099W	YGL206C
YJL099W	YGR229C
YJL099W	YGR229C
YJL099W	YGR229C
YJL099W	YGR229C
YJL099W	YGR229C
YJL099W	YGR229C
YJL099W	YHR030C
YJL099W	YIR005W
YJL099W	YJL062W
YJL099W	YJL183W
YJL099W	YJL183W
YJL099W	YJR118C
YJL099W	YJR118C
YJL099W	YKR082W
YJL099W	YLL039C
YJL099W	YLR337C
YJL099W	YLR342W
YJL099W	YLR342W
YJL099W	YLR342W
YJL099W	YLR342W
YJL099W	YLR342W
YJL099W	YLR370C
YJL099W	YML115C
YJL099W	YML115C
YJL099W	YMR307W
YJL099W	YNL298W
YJL099W	YNL298W
YJL099W	YNL298W
YJL099W	YOL081W
YJL099W	YPR029C
YJL101C	YBR127C
YJL101C	YDR256C
YJL101C	YDR359C
YJL101C	YGR088W
YJL101C	YJL212C
YJL101C	YMR301C
YJL101C	YPL031C
YJL101C	YPL031C
YJL104W	YIL022W
YJL104W	YJL143W
YJL104W	YKR065C
YJL104W	YLR008C
YJL104W	YLR008C
YJL104W	YLR008C
YJL108C	YGR274C
YJL115W	YAL021C
YJL115W	YBL058W
YJL115W	YBR009C
YJL115W	YBR009C
YJL115W	YBR060C
YJL115W	YCR077C
YJL115W	YDL013W
YJL115W	YDL013W
YJL115W	YDL116W
YJL115W	YDR075W
YJL115W	YDR207C
YJL115W	YDR323C
YJL115W	YDR335W
YJL115W	YDR378C
YJL115W	YDR388W
YJL115W	YER014W
YJL115W	YER087W
YJL115W	YER133W
YJL115W	YGL167C
YJL115W	YGL168W
YJL115W	YGL207W
YJL115W	YGR063C
YJL115W	YGR092W
YJL115W	YGR252W
YJL115W	YGR252W
YJL115W	YGR274C
YJL115W	YHR031C
YJL115W	YHR129C
YJL115W	YHR164C
YJL115W	YJL006C
YJL115W	YJL124C
YJL115W	YJL127C
YJL115W	YKL113C
YJL115W	YKL113C
YJL115W	YKL113C
YJL115W	YKL139W
YJL115W	YKR082W
YJL115W	YLR103C
YJL115W	YLR226W
YJL115W	YLR240W
YJL115W	YLR357W
YJL115W	YLR370C
YJL115W	YLR399C
YJL115W	YML028W
YJL115W	YML028W
YJL115W	YML032C
YJL115W	YML069W
YJL115W	YML112W
YJL115W	YMR066W
YJL115W	YMR190C
YJL115W	YMR198W
YJL115W	YMR236W
YJL115W	YMR267W
YJL115W	YNL030W
YJL115W	YNL107W
YJL115W	YNL147W
YJL115W	YNL250W
YJL115W	YNL297C
YJL115W	YNL298W
YJL115W	YNL298W
YJL115W	YNR052C
YJL115W	YOL115W
YJL115W	YOR046C
YJL115W	YOR211C
YJL115W	YPL153C
YJL115W	YPR018W
YJL115W	YPR141C
YJL117W	YDL226C
YJL117W	YGR229C
YJL117W	YNL206C
YJL117W	YOR244W
YJL118W	YGR274C
YJL121C	YBR117C
YJL121C	YGR043C
YJL121C	YGR256W
YJL121C	YHR129C
YJL121C	YHR183W
YJL121C	YLR354C
YJL121C	YNL192W
YJL121C	YNL192W
YJL121C	YNL241C
YJL121C	YNL241C
YJL121C	YPR074C
YJL122W	YHR081W
YJL123C	YDL220C
YJL123C	YER083C
YJL123C	YGL020C
YJL123C	YLR262C
YJL123C	YPL240C
YJL124C	YAL021C
YJL124C	YBL008W
YJL124C	YBR060C
