abbreviation	name	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
r_0869	phospholipase B	(1) s_0763_b + (1) s_1310 + (2) s_0663 <==> (2) s_1434_b + (1) s_1228	reversible	NA	-1000	1000	0	(YMR008C)	
r_0870	phospholipase B	(2) s_0663 + (1) s_0739 <==> (2) s_1434_b + (1) s_1233	reversible	NA	-1000	1000	0	(YMR008C)	
r_0871	phospholipase C	(1) s_1434_b + (1) s_0107 <==> (1) s_0596 + (1) s_0127	reversible	NA	0	1000	0	(YPL268W)	
r_0872	phospholipase D	(1) s_1434_b + (1) s_1228 <==> (1) s_1215 + (1) s_0496	reversible	NA	0	1000	0	(YKR031C)	
r_0873	phospholipid methyltransferase	(1) s_1293 + (1) s_1225 <==> (1) s_1290 + (1) s_1228	reversible	NA	0	1000	0	(YJR073C)	
r_0874	phospholipid methyltransferase	(1) s_1293 + (1) s_1226 <==> (1) s_0763_b + (1) s_1290 + (1) s_1225	reversible	NA	0	1000	0	(YJR073C)	
r_0875	phosphomannomutase	(1) s_0553 <==> (1) s_0554	reversible	NA	-1000	1000	0	(YFL045C)	
r_0876	phosphomethylpyrimidine kinase	(1) s_0446 + (1) s_0274 <==> (1) s_0400 + (1) s_0273	reversible	NA	0	1000	0	((YOL055C) or (YPL258C) or (YPR121W))	
r_0877	phosphomevalonate kinase	(1) s_0446 + (1) s_0022 <==> (1) s_0400 + (1) s_0021	reversible	NA	0	1000	0	(YMR220W)	
r_0878	phosphopantothenate-cysteine ligase	(1) s_0521 + (1) s_0889 + (1) s_0020 <==> (1) s_0763_b + (1) s_0511 + (1) s_0605 + (1) s_1067	reversible	NA	0	1000	0		
r_0879	phosphopantothenoylcysteine decarboxylase	(1) s_0763_b + (1) s_1067 <==> (1) s_0470 + (1) s_1192	reversible	NA	0	1000	0		
r_0880	phosphopentomutase	(1) s_0425 <==> (1) s_0427	reversible	NA	-1000	1000	0	((YKL127W) or (YMR105C))	
r_0881	phosphoribosyl-AMP cyclohydrolase	(1) s_1434_b + (1) s_0080 <==> (1) s_0079	reversible	NA	0	1000	0	(YCL030C)	
r_0882	phosphoribosyl-ATP pyrophosphatase	(1) s_1434_b + (1) s_0334 <==> (1) s_0763_b + (1) s_0605 + (1) s_0080	reversible	NA	0	1000	0	(YCL030C)	
r_0883	phosphoribosylaminoimidazole carboxylase	(1) s_0470 + (1) s_0316 <==> (1) s_0763_b + (1) s_0318	reversible	NA	-1000	1000	0	(YOR128C)	
r_0884	phosphoribosylaminoimidazole synthase	(1) s_0446 + (1) s_0158 <==> (2) s_0763_b + (1) s_0400 + (1) s_1207 + (1) s_0316	reversible	NA	0	1000	0	(YGL234W)	
r_0885	phosphoribosylaminoimidazolecarboxamide formyltransferase	(1) s_0122 + (1) s_0317 <==> (1) s_0309 + (1) s_0325	reversible	NA	-1000	1000	0	((YLR028C) or (YMR120C))	
r_0886	phosphoribosylaminoimidazolesuccinocarboxamide synthase	(1) s_0446 + (1) s_0881 + (1) s_0318 <==> (1) s_0763_b + (1) s_0400 + (1) s_1207 + (1) s_0009	reversible	NA	-1000	1000	0	(YAR015W)	
r_0887	phosphoribosylanthranilate isomerase	(1) s_1066 <==> (1) s_0078	reversible	NA	0	1000	0	(YDR007W)	
r_0888	phosphoribosylformylglycinamidine synthase	(1) s_1434_b + (1) s_0446 + (1) s_0907 + (1) s_1052 <==> (1) s_0763_b + (1) s_0400 + (1) s_0899 + (1) s_1207 + (1) s_0158	reversible	NA	0	1000	0	(YGR061C)	
r_0889	phosphoribosylglycinamide formyltransferase	(1) s_0122 + (1) s_1048 <==> (1) s_0763_b + (1) s_0309 + (1) s_1052	reversible	NA	0	1000	0	(YDR408C)	
r_0890	phosphoribosylglycinamide synthase	(1) s_0446 + (1) s_0740 + (1) s_0333 <==> (1) s_0763_b + (1) s_0400 + (1) s_1207 + (1) s_1048	reversible	NA	-1000	1000	0	(YGL234W)	
r_0891	phosphoribosylpyrophosphate synthetase	(1) s_0446 + (1) s_0427 <==> (1) s_0763_b + (1) s_0434 + (1) s_0331	reversible	NA	-1000	1000	0	((YBL068W) or (YER099C) or (YHL011C) or (YKL181W) or (YOL061W))	
r_0892	phosphoserine phosphatase (L-serine)	(1) s_1434_b + (1) s_1123 <==> (1) s_1207 + (1) s_0943	reversible	NA	0	1000	0	(YGR208W)	
r_0893	phosphoserine transaminase	(1) s_0899 + (1) s_0266 <==> (1) s_0185 + (1) s_1123	reversible	NA	0	1000	0	(YOR184W)	
r_0894	Phytosphingosine phosphate lyase	(1) s_1248 <==> (1) s_1124 + (1) s_0166	reversible	NA	0	1000	0	(YDR294C)	
r_0895	Phytosphingosine synthesis	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_1325 <==> (1) s_1434_b + (1) s_1091 + (1) s_1247	reversible	NA	0	1000	0	(YDR297W)	
r_0896	PI3P formation by Vps34	(1) s_0446 + (1) s_1241 <==> (1) s_0102 + (1) s_0400	reversible	NA	0	1000	0	(YLR240W)	
r_0897	PI4,5P2 binding by YIL105C	(1) s_0132 + (1) s_2006_b <==> (1) s_2522	reversible	NA	-1000	1000	0	(YIL105C)	
r_0898	PI4,5P2 binding by YNL047C	(1) s_0132 + (1) s_2309_b <==> (1) s_2524	reversible	NA	-1000	1000	0	(YNL047C)	
r_0899	PI4,5P2:YIL105C binding to TORC2 at plasma membrane	(1) s_2522 + (1) s_2611_b <==> (1) s_2523	reversible	NA	-1000	1000	0		
r_0900	PI4,5P2:YNL047C binding to TORC2 at plasma membrane	(1) s_2524 + (1) s_2611_b <==> (1) s_2525	reversible	NA	-1000	1000	0		
r_0901	Pib1-Ptdins(3)P binding	(1) s_0102 + (1) s_1735_b <==> (1) s_2551	reversible	NA	-1000	1000	0	(YDR313C)	
r_0902	polyamine oxidase	(1) s_1434_b + (1) s_1160 + (1) s_1049 <==> (1) s_0801 + (1) s_0214 + (1) s_1072	reversible	NA	0	1000	0	(YMR020W)	
r_0908	porphobilinogen synthase	(2) s_0321 <==> (1) s_0763_b + (2) s_1434_b + (1) s_1253	reversible	NA	0	1000	0	(YGL040C)	
r_0909	poylamine oxidase	(1) s_1434_b + (1) s_1160 + (1) s_1050 <==> (1) s_0801 + (1) s_0214 + (1) s_1049	reversible	NA	0	1000	0	(YMR020W)	
r_0910	poylamine oxidase	(1) s_1434_b + (1) s_1160 + (1) s_1323 <==> (1) s_0801 + (1) s_0214 + (1) s_1321	reversible	NA	0	1000	0	(YMR020W)	
r_0911	prephenate dehydratase	(1) s_0763_b + (1) s_1258 <==> (1) s_1434_b + (1) s_0470 + (1) s_0859	reversible	NA	0	1000	0	(YNL316C)	
r_0912	prephenate dehydrogenase	(1) s_1082 + (1) s_1258 <==> (1) s_1087 + (1) s_0470 + (1) s_0209	reversible	NA	0	1000	0		
r_0913	prephenate dehydrogenase (NADP)	(1) s_1091 + (1) s_1258 <==> (1) s_1096 + (1) s_0470 + (1) s_0209	reversible	NA	0	1000	0	(YBR166C)	
r_0914	proline oxidase (NAD)	(1) s_1082 + (1) s_0939 <==> (2) s_0763_b + (1) s_1087 + (1) s_0120	reversible	NA	0	1000	0	(YLR142W)	
r_0915	prolyl-tRNA synthetase	(1) s_0446 + (1) s_0939 + (1) s_1485_b <==> (1) s_0763_b + (1) s_0434 + (1) s_0605 + (1) s_1260	reversible	NA	0	1000	0	(YHR020W)	
r_0916	protoporphyrinogen oxidase	(3) s_1160 + (2) s_1265 <==> (6) s_1434_b + (2) s_1264	reversible	NA	0	1000	0	(YER014W)	
r_0917	purine-nucleoside phosphorylase	(1) s_1207 + (1) s_1078 <==> (1) s_0763_b + (1) s_1100 + (1) s_0425	reversible	NA	-1000	1000	0	((YDR400W) and (YLR017W) and (YLR209C))	
r_0918	purine-nucleoside phosphorylase (adenosine)	(1) s_1207 + (1) s_0393 <==> (1) s_0390 + (1) s_0425	reversible	NA	-1000	1000	0	(YLR209C)	
r_0920	purine-nucleoside phosphorylase (deoxyadenosine)	(1) s_1207 + (1) s_0134 <==> (1) s_0390 + (1) s_0155	reversible	NA	-1000	1000	0	(YLR209C)	
r_0921	purine-nucleoside phosphorylase (deoxyguanosine)	(1) s_1207 + (1) s_0138 <==> (1) s_0155 + (1) s_0757	reversible	NA	-1000	1000	0	(YLR209C)	
r_0922	purine-nucleoside phosphorylase (deoxyinosine)	(1) s_1207 + (1) s_0140 <==> (1) s_0808 + (1) s_0155	reversible	NA	-1000	1000	0	(YLR209C)	
r_0923	purine-nucleoside phosphorylase (Guanosine)	(1) s_1207 + (1) s_0760 <==> (1) s_0757 + (1) s_0425	reversible	NA	-1000	1000	0	(YLR209C)	
r_0925	purine-nucleoside phosphorylase (inosine)	(1) s_1207 + (1) s_0822 <==> (1) s_0808 + (1) s_0425	reversible	NA	-1000	1000	0	(YLR209C)	
r_0926	purine-nucleoside phosphorylase (Xanthosine)	(1) s_1207 + (1) s_1443 <==> (1) s_0364 + (1) s_0425	reversible	NA	-1000	1000	0	(YLR209C)	
r_0927	pyridoxal kinase	(1) s_0446 + (1) s_1270 <==> (1) s_0763_b + (1) s_0400 + (1) s_1271	reversible	NA	0	1000	0		
r_0928	pyridoxal oxidase	(2) s_1434_b + (1) s_0430 + (0.5) s_1160 + (1) s_1270 <==> (2) s_0801 + (1) s_1272	reversible	NA	-1000	1000	0	(YBR035C)	
r_0929	pyridoxamine 5'-phosphate oxidase	(1) s_1434_b + (1) s_1160 + (1) s_1273 <==> (1) s_0430 + (1) s_0801 + (1) s_1271	reversible	NA	0	1000	0	(YBR035C)	
r_0930	pyridoxamine kinase	(1) s_0446 + (1) s_1272 <==> (1) s_0763_b + (1) s_0400 + (1) s_1273	reversible	NA	0	1000	0		
r_0931	pyridoxine 5'-phosphate oxidase	(1) s_1160 + (1) s_1276 <==> (1) s_0801 + (1) s_1271	reversible	NA	-1000	1000	0	(YBR035C)	
r_0932	pyridoxine kinase	(1) s_0446 + (1) s_1274 <==> (1) s_0763_b + (1) s_0400 + (1) s_1276	reversible	NA	0	1000	0		
r_0933	pyridoxine oxidase	(1) s_1160 + (1) s_1274 <==> (1) s_0801 + (1) s_1270	reversible	NA	-1000	1000	0	(YBR035C)	
r_0934	pyrimidine phosphatase	(1) s_1434_b + (1) s_0319 <==> (1) s_1207 + (1) s_0320	reversible	NA	0	1000	0		
r_0935	pyrimidine-nucleoside phosphorylase (uracil)	(1) s_1207 + (1) s_1427 <==> (1) s_1421 + (1) s_0425	reversible	NA	-1000	1000	0		
r_0936	pyrroline-5-carboxylate reductase	(2) s_0763_b + (1) s_0120 + (1) s_1096 <==> (1) s_1091 + (1) s_0939	reversible	NA	0	1000	0	(YER023W)	
r_0937	pyruvate carboxylase	(1) s_1277 + (1) s_0446 + (1) s_0458 <==> (1) s_0763_b + (1) s_0400 + (1) s_1207 + (1) s_1156	reversible	NA	0	1000	0	((YBR218C) or (YGL062W))	
r_0938	pyruvate decarboxylase	(1) s_1277 + (1) s_0763_b <==> (1) s_0470 + (1) s_0366	reversible	NA	0	1000	0	((YGR087C) or (YLR044C) or (YLR134W))	
r_0939	pyruvate decarboxylase (acetoin-forming)	(1) s_1277 + (1) s_0763_b + (1) s_0366 <==> (1) s_0023 + (1) s_0470	reversible	NA	0	1000	0	((YGR087C) or (YLR044C) or (YLR134W))	
r_0940	pyruvate dehydrogenase	(1) s_1277 + (1) s_1082 + (1) s_0514 <==> (1) s_1087 + (1) s_0470 + (1) s_0380	reversible	NA	0	1000	0	((YBR221C) and (YER178W) and (YFL018C) and (YGR193C) and (YNL071W))	
r_0941	pyruvate kinase	(1) s_0763_b + (1) s_0400 + (1) s_1243 <==> (1) s_1277 + (1) s_0446	reversible	NA	0	1000	0	((YAL038W) or (YOR347C))	
r_0942	quinolinate synthase	(1) s_0815 + (1) s_0735 <==> (2) s_1434_b + (1) s_1207 + (1) s_1281	reversible	NA	0	1000	0		
r_0943	quinolinate synthase	(1) s_0151 <==> (1) s_0763_b + (1) s_1434_b + (1) s_1281	reversible	NA	0	1000	0		
r_0944	quinone oxidoreductase	(1) s_0763_b + (1) s_1087 + (1) s_0161 + (1) s_1160 <==> (1) s_1082 + (1) s_1434_b + (1) s_0159	reversible	NA	0	1000	0	((YDR204W) and (YGL119W) and (YGR255C) and (YLR201C) and (YML110C) and (YOL096C) and (YOR125C))	
r_0945	reduced glutathione via ABC system	(1) s_1434_b + (1) s_0446 <==> (1) s_0763_b + (1) s_0400 + (1) s_1207	reversible	NA	0	1000	0	(YDR135C)	
r_0946	riboflavin kinase	(1) s_0446 + (1) s_1283 <==> (1) s_0763_b + (1) s_0400 + (1) s_0683	reversible	NA	0	1000	0	(YDR236C)	
r_0948	riboflavin synthase	(1) s_0163 + (1) s_0320 <==> (2) s_1434_b + (1) s_1207 + (1) s_0335	reversible	NA	0	1000	0	(YOL143C)	
r_0949	riboflavin synthase	(2) s_0335 <==> (1) s_0320 + (1) s_1283	reversible	NA	0	1000	0	(YBR256C)	
r_0950	ribokinase	(1) s_0446 + (1) s_0555 <==> (1) s_0763_b + (1) s_0400 + (1) s_0427	reversible	NA	0	1000	0	(YCR036W)	
r_0951	ribonucleoside-diphosphate reductase	(1) s_0400 + (1) s_1521 <==> (1) s_1434_b + (1) s_0562 + (1) s_1517	reversible	NA	0	1000	0	(((YER070W) and (YGR180C) and (YGR209C)) or ((YER070W) and (YGR180C) and (YLR043C)) or ((YGR180C) and (YGR209C) and (YIL066C)) or ((YGR180C) and (YIL066C) and (YLR043C)))	
r_0953	ribonucleoside-diphosphate reductase (CDP)	(1) s_0481 + (1) s_1521 <==> (1) s_1434_b + (1) s_0567 + (1) s_1517	reversible	NA	0	1000	0	(((YER070W) and (YGR209C) and (YJL026W)) or ((YER070W) and (YJL026W) and (YLR043C)))	
r_0955	ribonucleoside-diphosphate reductase (GDP)	(1) s_0706 + (1) s_1521 <==> (1) s_1434_b + (1) s_0591 + (1) s_1517	reversible	NA	0	1000	0	(((YER070W) and (YGR209C) and (YJL026W)) or ((YER070W) and (YJL026W) and (YLR043C)))	
r_0957	ribonucleoside-diphosphate reductase (UDP)	(1) s_1411 + (1) s_1521 <==> (1) s_1434_b + (1) s_1517 + (1) s_0622	reversible	NA	0	1000	0	(((YER070W) and (YGR209C) and (YJL026W)) or ((YER070W) and (YJL026W) and (YLR043C)))	
r_0959	ribonucleoside-triphosphate reductase (ATP)	(1) s_0446 + (1) s_1521 <==> (1) s_1434_b + (1) s_0566 + (1) s_1517	reversible	NA	0	1000	0	((YGR209C) or (YLR043C))	
r_0960	ribonucleoside-triphosphate reductase (CTP)	(1) s_0521 + (1) s_1521 <==> (1) s_1434_b + (1) s_0570 + (1) s_1517	reversible	NA	0	1000	0	((YGR209C) or (YLR043C))	
r_0961	ribonucleoside-triphosphate reductase (GTP)	(1) s_0755 + (1) s_1521 <==> (1) s_1434_b + (1) s_1517 + (1) s_0595	reversible	NA	0	1000	0	((YGR209C) or (YLR043C))	
r_0962	ribonucleoside-triphosphate reductase (UTP)	(1) s_1430 + (1) s_1521 <==> (1) s_1434_b + (1) s_0626 + (1) s_1517	reversible	NA	0	1000	0	((YGR209C) or (YLR043C))	
r_0963	ribose-5-phosphate isomerase	(1) s_0427 <==> (1) s_0557	reversible	NA	-1000	1000	0	(YOR095C)	
r_0964	ribosylnicotinamide kinase	(1) s_0446 + (1) s_1078 <==> (1) s_0763_b + (1) s_0400 + (1) s_1108	reversible	NA	0	1000	0	(YNL129W)	
r_0965	ribulose 5-phosphate 3-epimerase	(1) s_0557 <==> (1) s_0561	reversible	NA	-1000	1000	0	(YJL121C)	
r_0966	S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase	(1) s_1293 + (1) s_0219 <==> (1) s_0763_b + (1) s_1290 + (1) s_0221	reversible	NA	0	1000	0	((YDR204W) and (YGL119W) and (YGR255C) and (YLR201C) and (YML110C) and (YOL096C) and (YOR125C))	
r_0967	S-adenosyl-methionine delta-24-sterol-c-methyltransferase	(1) s_1293 + (1) s_1447 <==> (1) s_0763_b + (1) s_1290 + (1) s_0669	reversible	NA	0	1000	0	(YML008C)	
r_0968	S-formylglutathione hydralase	(1) s_1434_b + (1) s_1298 <==> (1) s_0763_b + (1) s_0689 + (1) s_0717	reversible	NA	-1000	1000	0	(YJL068C)	
r_0969	saccharopine dehydrogenase (NAD, L-lysine forming)	(1) s_1082 + (1) s_1434_b + (1) s_0942 <==> (1) s_0763_b + (1) s_1087 + (1) s_0185 + (1) s_0929	reversible	NA	-1000	1000	0	(YIR034C)	
r_0970	saccharopine dehydrogenase (NADP, L-glutamate forming)	(1) s_0763_b + (1) s_0899 + (1) s_1096 + (1) s_0867 <==> (1) s_1434_b + (1) s_1091 + (1) s_0942	reversible	NA	-1000	1000	0	(YNR050C)	
r_0971	sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase	(1) s_1303 <==> (1) s_0533 + (1) s_0735	reversible	NA	-1000	1000	0	(YKL060C)	
r_0972	serine C-palmitoyltransferase	(1) s_1187 + (1) s_0943 <==> (1) s_0514 + (1) s_0470 + (1) s_0218	reversible	NA	0	1000	0	((YDR062W) or (YMR296C))	
r_0974	serine O-acetyltransferase	(1) s_0380 + (1) s_0943 <==> (1) s_0514 + (1) s_1118	reversible	NA	0	1000	0		
r_0975	seryl-tRNA synthetase	(1) s_0446 + (1) s_0943 + (1) s_1486_b <==> (1) s_0434 + (1) s_0605 + (1) s_1305	reversible	NA	0	1000	0	((YDR023W) or (YHR011W))	
r_0976	shikimate dehydrogenase	(1) s_0763_b + (1) s_1096 + (1) s_0217 <==> (1) s_1091 + (1) s_1306	reversible	NA	0	1000	0	(YDR127W)	
r_0977	shikimate kinase	(1) s_0446 + (1) s_1306 <==> (1) s_0763_b + (1) s_0400 + (1) s_0267	reversible	NA	0	1000	0	(YDR127W)	
r_0978	sirohydrochlorin dehydrogenase	(1) s_1091 + (1) s_1256 <==> (1) s_0763_b + (1) s_1096 + (1) s_1309	reversible	NA	0	1000	0	(YBR213W)	
r_0979	sirohydrochlorin ferrochetalase	(1) s_0831 + (1) s_1309 <==> (3) s_0763_b + (1) s_1308	reversible	NA	0	1000	0	(YBR213W)	
r_0981	spermidine acetyltransferase	(1) s_0380 + (1) s_1321 <==> (1) s_0763_b + (1) s_0514 + (1) s_1049	reversible	NA	0	1000	0		
r_0982	spermidine synthase	(1) s_1297 + (1) s_1268 <==> (1) s_0763_b + (1) s_0305 + (1) s_1321	reversible	NA	0	1000	0	(YPR069C)	
r_0983	spermine synthase	(1) s_1297 + (1) s_1321 <==> (1) s_0763_b + (1) s_0305 + (1) s_1323	reversible	NA	0	1000	0	(YLR146C)	
r_0984	sphinganine phosphate lyase	(1) s_1326 <==> (1) s_1124 + (1) s_0788	reversible	NA	0	1000	0	(YDR294C)	
r_0985	sphingoid base-phosphate phosphatase (phytosphingosine 1-phosphate)	(1) s_1434_b + (1) s_1248 <==> (1) s_1207 + (1) s_1247	reversible	NA	0	1000	0	((YJL134W) or (YKR053C))	
r_0986	sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase)	(1) s_1434_b + (1) s_1326 <==> (1) s_1207 + (1) s_1325	reversible	NA	0	1000	0	((YJL134W) or (YKR053C))	
r_0987	sphingolipid long chain base kinase (phytosphingosine)	(1) s_0446 + (1) s_1247 <==> (1) s_0763_b + (1) s_0400 + (1) s_1248	reversible	NA	0	1000	0	((YLR260W) or (YOR171C))	
r_0988	sphingolipid long chain base kinase (sphinganine)	(1) s_0446 + (1) s_1325 <==> (1) s_0763_b + (1) s_0400 + (1) s_1326	reversible	NA	0	1000	0	((YLR260W) or (YOR171C))	
r_0989	spontaneous cis-aconitate(3-) to trans-aconitate	(1) s_0501 <==> (1) s_1381	reversible	NA	-1000	1000	0		
r_0991	squalene epoxidase (NAD)	(1) s_0763_b + (1) s_1087 + (1) s_1160 + (1) s_1327 <==> (1) s_1082 + (1) s_1434_b + (1) s_0040	reversible	NA	0	1000	0	(((YGR175C) and (YIL043C) and (YNL111C)) or ((YGR175C) and (YKL150W) and (YNL111C)))	
r_0992	squalene epoxidase (NADP)	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_1327 <==> (1) s_1434_b + (1) s_1091 + (1) s_0040	reversible	NA	0	1000	0	((YGR175C) and (YHR042W))	
r_0993	squalene synthase	(1) s_0763_b + (1) s_1096 + (2) s_0195 <==> (1) s_1091 + (2) s_0605 + (1) s_1327	reversible	NA	0	1000	0	(YHR190W)	
r_0994	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA)	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_1334 <==> (2) s_1434_b + (1) s_1091 + (1) s_1147	reversible	NA	0	1000	0	(YGL055W)	
r_0995	steryl ester hydrolase	(1) s_0635 + (1) s_0663 <==> (1) s_1434_b + (1) s_0641	reversible	NA	-1000	1000	0	((YKL140W) or (YLL012W))	
r_0996	steryl ester hydrolase	(1) s_0669 + (1) s_0663 <==> (1) s_1434_b + (1) s_0674	reversible	NA	-1000	1000	0	((YKL140W) or (YLL012W))	
r_0997	steryl ester hydrolase	(1) s_1447 + (1) s_0663 <==> (1) s_1434_b + (1) s_1452	reversible	NA	-1000	1000	0	((YKL140W) or (YLL012W))	
r_1001	succinate dehydrogenase (ubiquinone-6)	(1) s_1410 + (1) s_1338 <==> (1) s_0692 + (1) s_1409	reversible	NA	-1000	1000	0	(((YDR178W) and (YJL045W) and (YKL141W) and (YLL041C)) or ((YDR178W) and (YKL141W) and (YKL148C) and (YLL041C)))	
r_1002	succinate dehydrogenase (ubiquinone-6)	(1) s_0659 + (1) s_1410 <==> (1) s_0657 + (1) s_1409	reversible	NA	-1000	1000	0	(((YDR178W) and (YJL045W) and (YKL141W) and (YLL041C)) or ((YDR178W) and (YKL141W) and (YKL148C) and (YLL041C)))	
r_1003	succinate-CoA ligase (ADP-forming)	(1) s_0514 + (1) s_0446 + (1) s_1338 <==> (1) s_0400 + (1) s_1207 + (1) s_1342	reversible	NA	-1000	1000	0	((YGR244C) and (YOR142W))	
r_1004	succinate-semialdehyde dehydrogenase (NADP)	(1) s_1434_b + (1) s_1091 + (1) s_1341 <==> (2) s_0763_b + (1) s_1096 + (1) s_1338	reversible	NA	0	1000	0	(YBR006W)	
r_1005	sucrose hydrolyzing enxyme	(1) s_1436_b + (1) s_1346_b <==> (1) s_0547_b + (1) s_0536_b	reversible	NA	0	0	0	(YIL162W)	
r_1006	sulfate adenylyltransferase	(1) s_0763_b + (1) s_0446 + (1) s_1347 <==> (1) s_0605 + (1) s_0304	reversible	NA	0	1000	0	(YJR010W)	
r_1007	sulfate adenylyltransferase (ADP)	(1) s_0763_b + (1) s_0400 + (1) s_1347 <==> (1) s_1207 + (1) s_0304	reversible	NA	-1000	1000	0	(YCL050C)	
r_1008	sulfite reductase (NADPH2)	(3) s_1434_b + (3) s_1091 + (1) s_0805 <==> (5) s_0763_b + (3) s_1096 + (1) s_1349	reversible	NA	-1000	1000	0	((YFR030W) or (YJR137C))	
r_1010	taurine dioxygenase	(1) s_0185 + (1) s_1160 + (1) s_1351 <==> (1) s_0763_b + (1) s_0470 + (1) s_1338 + (1) s_1349 + (1) s_0428	reversible	NA	0	1000	0	(YLL057C)	
r_1011	tetrahydrofolate aminomethyltransferase	(1) s_1434_b + (1) s_0015 <==> (1) s_0763_b + (1) s_0326	reversible	NA	0	1000	0	((YAL044C) and (YBR221C) and (YDR019C) and (YER178W) and (YMR189W))	
r_1012	tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	(1) s_0446 + (1) s_0899 + (1) s_0309 <==> (1) s_0763_b + (1) s_0400 + (1) s_1207 + (1) s_0311	reversible	NA	-1000	1000	0	(YOR241W)	
r_1013	thiamin diphosphatase	(2) s_1436_b + (1) s_1366_b <==> (2) s_1209_b + (1) s_0766_b + (1) s_1364_b	reversible	NA	0	0	0	(YBR092C)	
r_1014	thiamin phosphatase	(1) s_1434_b + (1) s_1368 <==> (1) s_1207 + (1) s_1363	reversible	NA	0	1000	0		
r_1015	thiamin phosphatase	(1) s_1436_b + (1) s_1369_b <==> (1) s_1209_b + (1) s_1364_b	reversible	NA	0	0	0	(YBR092C)	
r_1016	thiaminase	(1) s_1434_b + (1) s_1363 <==> (1) s_0763_b + (1) s_0276 + (1) s_0313	reversible	NA	0	1000	0		
r_1017	thiamine diphosphokinase	(1) s_0446 + (1) s_1363 <==> (1) s_0763_b + (1) s_0434 + (1) s_1365	reversible	NA	0	1000	0	(YOR143C)	
r_1018	thiamine-diphosphate kinase	(1) s_0446 + (1) s_1365 <==> (1) s_0400 + (1) s_1370	reversible	NA	0	1000	0	(YOR143C)	
r_1019	thiamine-phosphate diphosphorylase	(1) s_0763_b + (1) s_0299 + (1) s_0273 <==> (1) s_0605 + (1) s_1368	reversible	NA	0	1000	0	(YPL214C)	
r_1020	thiamine-phosphate kinase	(1) s_0446 + (1) s_1368 <==> (1) s_0400 + (1) s_1365	reversible	NA	-1000	1000	0		
r_1021	thiazole phosphate synthesis (ribose 5-phosphate)	(1) s_0763_b + (1) s_0740 + (1) s_0427 + (1) s_0889 + (1) s_1117 <==> (1) s_1277 + (3) s_1434_b + (1) s_0430 + (1) s_0470 + (1) s_0369 + (1) s_0700 + (1) s_0299	reversible	NA	0	1000	0		
r_1022	thiazole phosphate synthesis (xylulose 5-phosphate)	(1) s_0763_b + (1) s_0740 + (1) s_0889 + (1) s_1117 + (1) s_0561 <==> (1) s_1277 + (3) s_1434_b + (1) s_0430 + (1) s_0470 + (1) s_0369 + (1) s_0700 + (1) s_0299	reversible	NA	0	1000	0		
r_1024	thioredoxin reductase (NADPH)	(1) s_0763_b + (1) s_1096 + (1) s_1517 <==> (1) s_1091 + (1) s_1521	reversible	NA	0	1000	0	((YDR353W) or ((YDR353W) and (YGR209C)) or ((YDR353W) and (YLR043C)))	
r_1026	threonine aldolase	(1) s_0949 <==> (1) s_0740 + (1) s_0366	reversible	NA	0	1000	0	(YEL046C)	
r_1027	threonine synthase	(1) s_1434_b + (1) s_1122 <==> (1) s_1207 + (1) s_0949	reversible	NA	0	1000	0	(YCR053W)	
r_1028	threonyl-tRNA synthetase	(1) s_0446 + (1) s_0949 + (1) s_1487_b <==> (1) s_0434 + (1) s_0605 + (1) s_1371	reversible	NA	0	1000	0	(YIL078W)	
r_1029	threonyl-tRNA synthetase	(1) s_0446 + (1) s_0949 + (1) s_1488_b <==> (1) s_0434 + (1) s_0605 + (1) s_1371	reversible	NA	0	1000	0	(YKL194C)	
r_1030	thymidine kinase (ATP:thymidine)	(1) s_0446 + (1) s_1373 <==> (1) s_0763_b + (1) s_0400 + (1) s_0619	reversible	NA	0	1000	0		
r_1031	thymidine phosphorylase	(1) s_1207 + (1) s_1373 <==> (1) s_0155 + (1) s_1375	reversible	NA	-1000	1000	0	(YLR209C)	
r_1032	thymidylate synthase	(1) s_0307 + (1) s_0624 <==> (1) s_0619 + (1) s_0601	reversible	NA	0	1000	0	(YOR074C)	
r_1033	trans-aconitate 3-methyltransferase	(1) s_1293 + (1) s_1381 <==> (1) s_1290 + (1) s_0006	reversible	NA	0	1000	0	(YER175C)	
r_1035	transaldolase	(1) s_0731 + (1) s_1304 <==> (1) s_0533 + (1) s_0539	reversible	NA	-1000	1000	0	(YLR354C)	
r_1036	transketolase	(1) s_0427 + (1) s_0561 <==> (1) s_0731 + (1) s_1304	reversible	NA	-1000	1000	0	((YBR117C) or (YPR074C))	
r_1037	transketolase	(1) s_0533 + (1) s_0561 <==> (1) s_0539 + (1) s_0731	reversible	NA	-1000	1000	0	((YBR117C) or (YPR074C))	
